date,country,imports,exports,oil_price,usd_inr,gdp_india,gdp_country,trade_deficit,trade_deficit_next
2011-01,china,3914854963.814,1274883314.094,96.52,45.8380012512207,1.82,7.67,2639971649.7200003,2084112801.3190002
2011-01,russia,244650464.16,121299481.382,96.52,45.8380012512207,1.82,2.05,123350982.778,84178737.465
2011-01,usa,1654155567.028,2218181599.073,96.52,45.8380012512207,1.82,15.6,-564026032.0449998,-686751297.0660002
2011-02,china,3365377923.314,1281265121.995,103.72,45.25,1.82,7.67,2084112801.3190002,2087134700.748
2011-02,russia,224052679.789,139873942.324,103.72,45.25,1.82,2.05,84178737.465,-91386647.70700002
2011-02,usa,1608560199.735,2295311496.801,103.72,45.25,1.82,15.6,-686751297.0660002,-1657659923.3019998
2011-03,china,3131302847.541,1044168146.793,114.64,44.61000061035156,1.82,7.67,2087134700.748,2450621425.0759997
2011-03,russia,215818670.903,307205318.61,114.64,44.61000061035156,1.82,2.05,-91386647.70700002,144634671.265
2011-03,usa,1340220870.609,2997880793.911,114.64,44.61000061035156,1.82,15.6,-1657659923.3019998,-1005686752.1559999
2011-04,china,3374249990.166,923628565.09,123.26,44.29999923706055,1.82,7.67,2450621425.0759997,3995345104.403
2011-04,russia,265277846.403,120643175.138,123.26,44.29999923706055,1.82,2.05,144634671.265,215518223.52199998
2011-04,usa,1503760248.022,2509447000.178,123.26,44.29999923706055,1.82,15.6,-1005686752.1559999,-771504923.5100002
2011-05,china,4956227111.813,960882007.41,114.99,45.08300018310547,1.82,7.67,3995345104.403,3699191829.825
2011-05,russia,344913905.459,129395681.937,114.99,45.08300018310547,1.82,2.05,215518223.52199998,214728608.922
2011-05,usa,2207474566.712,2978979490.222,114.99,45.08300018310547,1.82,15.6,-771504923.5100002,-594112280.119
2011-06,china,4608294247.452,909102417.627,113.83,44.7599983215332,1.82,7.67,3699191829.825,3523588068.917
2011-06,russia,367603236.394,152874627.472,113.83,44.7599983215332,1.82,2.05,214728608.922,157212773.57
2011-06,usa,2163040179.818,2757152459.937,113.83,44.7599983215332,1.82,15.6,-594112280.119,-1689131596.5279999
2011-07,china,4674630190.485,1151042121.568,116.97,44.0099983215332,1.82,7.67,3523588068.917,2711201745.0889997
2011-07,russia,307452641.801,150239868.231,116.97,44.0099983215332,1.82,2.05,157212773.57,168961795.68300003
2011-07,usa,1989467832.625,3678599429.153,116.97,44.0099983215332,1.82,15.6,-1689131596.5279999,-462447053.01399994
2011-08,china,4992247510.072,2281045764.983,110.22,45.939998626708984,1.82,7.67,2711201745.0889997,3228179353.5769997
2011-08,russia,314187267.382,145225471.699,110.22,45.939998626708984,1.82,2.05,168961795.68300003,209071760.93199998
2011-08,usa,2246591722.392,2709038775.406,110.22,45.939998626708984,1.82,15.6,-462447053.01399994,-842433119.6510003
2011-09,china,4955599051.742,1727419698.165,112.83,48.86000061035156,1.82,7.67,3228179353.5769997,3772285469.718
2011-09,russia,363118940.247,154047179.315,112.83,48.86000061035156,1.82,2.05,209071760.93199998,333815131.693
2011-09,usa,1883217538.991,2725650658.642,112.83,48.86000061035156,1.82,15.6,-842433119.6510003,-1055971097.882
2011-10,china,5154880983.573,1382595513.855,109.55,48.62799835205078,1.82,7.67,3772285469.718,3006178765.675
2011-10,russia,476992906.916,143177775.223,109.55,48.62799835205078,1.82,2.05,333815131.693,239817595.563
2011-10,usa,1781050142.988,2837021240.87,109.55,48.62799835205078,1.82,15.6,-1055971097.882,-302517354.352
2011-11,china,4873038974.764,1866860209.089,110.77,51.90299987792969,1.82,7.67,3006178765.675,3594544259.1969995
2011-11,russia,418185503.018,178367907.455,110.77,51.90299987792969,1.82,2.05,239817595.563,422667703.66700006
2011-11,usa,2146759210.602,2449276564.954,110.77,51.90299987792969,1.82,15.6,-302517354.352,-859581172.7159998
2011-12,china,5337839667.929,1743295408.732,107.87,53.0,1.82,7.67,3594544259.1969995,2508974808.9629993
2011-12,russia,572626458.519,149958754.852,107.87,53.0,1.82,2.05,422667703.66700006,267657437.74800003
2011-12,usa,2089984221.082,2949565393.798,107.87,53.0,1.82,15.6,-859581172.7159998,-982381654.823
2012-01,china,4514772334.532,2005797525.569,110.69,52.49300003051758,1.83,8.67,2508974808.9629993,2343996822.842
2012-01,russia,411961437.253,144303999.505,110.69,52.49300003051758,1.83,2.21,267657437.74800003,419570310.9380001
2012-01,usa,1990402415.093,2972784069.916,110.69,52.49300003051758,1.83,16.25,-982381654.823,-1088066979.998
2012-02,china,4069331176.135,1725334353.293,119.33,49.06800079345703,1.83,8.67,2343996822.842,2594008631.434
2012-02,russia,567886796.608,148316485.67,119.33,49.06800079345703,1.83,2.21,419570310.9380001,177138906.89400002
2012-02,usa,1800487194.313,2888554174.311,119.33,49.06800079345703,1.83,16.25,-1088066979.998,-1523152343.713
2012-03,china,3994226618.667,1400217987.233,125.45,50.86800003051758,1.83,8.67,2594008631.434,2748443726.7279997
2012-03,russia,338931535.957,161792629.063,125.45,50.86800003051758,1.83,2.21,177138906.89400002,209235526.27899998
2012-03,usa,1870284064.537,3393436408.25,125.45,50.86800003051758,1.83,16.25,-1523152343.713,-1375668306.1869998
2012-04,china,4153900154.672,1405456427.944,119.75,52.53799819946289,1.83,8.67,2748443726.7279997,3192055657.721
2012-04,russia,380129501.269,170893974.99,119.75,52.53799819946289,1.83,2.21,209235526.27899998,215919578.111
2012-04,usa,1676321970.256,3051990276.443,119.75,52.53799819946289,1.83,16.25,-1375668306.1869998,-1034889162.3050003
2012-05,china,4591290111.748,1399234454.027,110.34,56.22800064086914,1.83,8.67,3192055657.721,3358895257.342
2012-05,russia,433387449.786,217467871.675,110.34,56.22800064086914,1.83,2.21,215919578.111,165653374.38200003
2012-05,usa,2398626456.034,3433515618.339,110.34,56.22800064086914,1.83,16.25,-1034889162.3050003,-1156475949.763
2012-06,china,4369168357.649,1010273100.307,95.16,55.50299835205078,1.83,8.67,3358895257.342,3546175228.804
2012-06,russia,337379133.985,171725759.603,95.16,55.50299835205078,1.83,2.21,165653374.38200003,116162495.60499999
2012-06,usa,2036584873.072,3193060822.835,95.16,55.50299835205078,1.83,16.25,-1156475949.763,-782240014.3429999
2012-07,china,4472877944.242,926702715.438,102.62,55.42300033569336,1.83,8.67,3546175228.804,3596839690.9530005
2012-07,russia,297020923.321,180858427.716,102.62,55.42300033569336,1.83,2.21,116162495.60499999,176430466.58900002
2012-07,usa,2311873041.794,3094113056.137,102.62,55.42300033569336,1.83,16.25,-782240014.3429999,-666281359.4719996
2012-08,china,4528550816.06,931711125.107,113.36,55.62799835205078,1.83,8.67,3596839690.9530005,3979044283.814
2012-08,russia,381756725.911,205326259.322,113.36,55.62799835205078,1.83,2.21,176430466.58900002,325799399.341
2012-08,usa,2271747638.01,2938028997.482,113.36,55.62799835205078,1.83,16.25,-666281359.4719996,-868560038.0360003
2012-09,china,4773235536.087,794191252.273,112.86,52.847999572753906,1.83,8.67,3979044283.814,3505220917.123
2012-09,russia,501692625.438,175893226.097,112.86,52.847999572753906,1.83,2.21,325799399.341,211553091.563
2012-09,usa,2123192087.474,2991752125.51,112.86,52.847999572753906,1.83,16.25,-868560038.0360003,-328424290.5340004
2012-10,china,4382844870.211,877623953.088,111.71,53.95800018310547,1.83,8.67,3505220917.123,3061741788.674
2012-10,russia,383465196.884,171912105.321,111.71,53.95800018310547,1.83,2.21,211553091.563,183425302.086
2012-10,usa,2522414330.7,2850838621.234,111.71,53.95800018310547,1.83,16.25,-328424290.5340004,-476201645.4449997
2012-11,china,4125227763.246,1063485974.572,109.06,54.8380012512207,1.83,8.67,3061741788.674,2885417651.475
2012-11,russia,346761657.393,163336355.307,109.06,54.8380012512207,1.83,2.21,183425302.086,159873326.36499998
2012-11,usa,2164368029.005,2640569674.45,109.06,54.8380012512207,1.83,16.25,-476201645.4449997,-774977007.2670002
2012-12,china,4224684853.154,1339267201.679,109.49,54.75299835205078,1.83,8.67,2885417651.475,3040914916.0580006
2012-12,russia,373922262.562,214048936.197,109.49,54.75299835205078,1.83,2.21,159873326.36499998,105583914.27600002
2012-12,usa,1918422600.343,2693399607.61,109.49,54.75299835205078,1.83,16.25,-774977007.2670002,-989855768.3109999
2013-01,china,4396980221.562,1356065305.504,112.96,53.303001403808594,1.86,9.74,3040914916.0580006,2769391656.804
2013-01,russia,287142723.234,181558808.958,112.96,53.303001403808594,1.86,2.29,105583914.27600002,-26534417.29699999
2013-01,usa,1921320518.212,2911176286.523,112.96,53.303001403808594,1.86,16.84,-989855768.3109999,-1152107403.4839997
2013-02,china,4030375901.001,1260984244.197,116.05,53.858001708984375,1.86,9.74,2769391656.804,3030144588.435
2013-02,russia,206964156.759,233498574.056,116.05,53.858001708984375,1.86,2.29,-26534417.29699999,92825755.33399999
2013-02,usa,1881728274.578,3033835678.062,116.05,53.858001708984375,1.86,16.84,-1152107403.4839997,-1429273842.7210002
2013-03,china,4200423731.94,1170279143.505,108.47,54.27799987792969,1.86,9.74,3030144588.435,2972560034.1499996
2013-03,russia,302041572.663,209215817.329,108.47,54.27799987792969,1.86,2.29,92825755.33399999,88698831.83199999
2013-03,usa,2002253750.685,3431527593.406,108.47,54.27799987792969,1.86,16.84,-1429273842.7210002,-1170690811.368
2013-04,china,3761951710.377,789391676.227,102.25,54.22800064086914,1.86,9.74,2972560034.1499996,3419385043.555
2013-04,russia,258879926.736,170181094.904,102.25,54.22800064086914,1.86,2.29,88698831.83199999,84192880.949
2013-04,usa,1977776135.138,3148466946.506,102.25,54.22800064086914,1.86,16.84,-1170690811.368,-1947256274.1130002
2013-05,china,4242927669.648,823542626.093,102.56,56.37799835205078,1.86,9.74,3419385043.555,3296428636.0870004
2013-05,russia,260044251.051,175851370.102,102.56,56.37799835205078,1.86,2.29,84192880.949,247841897.80699998
2013-05,usa,1860844013.667,3808100287.78,102.56,56.37799835205078,1.86,16.84,-1947256274.1130002,-991648225.405
2013-06,china,4121696468.78,825267832.693,102.92,59.5260009765625,1.86,9.74,3296428636.0870004,3515887793.325
2013-06,russia,432025104.63,184183206.823,102.92,59.5260009765625,1.86,2.29,247841897.80699998,208046905.74400002
2013-06,usa,2057291081.615,3048939307.02,102.92,59.5260009765625,1.86,16.84,-991648225.405,-748276061.2490001
2013-07,china,4410186149.332,894298356.007,107.93,60.80799865722656,1.86,9.74,3515887793.325,3880718194.7980003
2013-07,russia,391826455.972,183779550.228,107.93,60.80799865722656,1.86,2.29,208046905.74400002,68091811.099
2013-07,usa,2497853575.798,3246129637.047,107.93,60.80799865722656,1.86,16.84,-748276061.2490001,-1628677822.375
2013-08,china,4945585453.793,1064867258.995,111.28,65.697998046875,1.86,9.74,3880718194.7980003,3004345395.13
2013-08,russia,250867265.594,182775454.495,111.28,65.697998046875,1.86,2.29,68091811.099,134214005.70799997
2013-08,usa,1834720270.934,3463398093.309,111.28,65.697998046875,1.86,16.84,-1628677822.375,-1687251274.955
2013-09,china,4292705714.673,1288360319.543,111.6,62.90999984741211,1.86,9.74,3004345395.13,3308959975.8050003
2013-09,russia,310003915.103,175789909.395,111.6,62.90999984741211,1.86,2.29,134214005.70799997,174117887.98699996
2013-09,usa,1612655909.008,3299907183.963,111.6,62.90999984741211,1.86,16.84,-1687251274.955,-1616559489.464
2013-10,china,4790702149.56,1481742173.755,109.08,61.31999969482422,1.86,9.74,3308959975.8050003,2219448287.89
2013-10,russia,330965414.553,156847526.566,109.08,61.31999969482422,1.86,2.29,174117887.98699996,133101030.63500002
2013-10,usa,1785041575.261,3401601064.725,109.08,61.31999969482422,1.86,16.84,-1616559489.464,-1335784816.9959998
2013-11,china,3963775025.258,1744326737.368,107.79,62.391998291015625,1.86,9.74,2219448287.89,2377645667.792
2013-11,russia,272960941.026,139859910.391,107.79,62.391998291015625,1.86,2.29,133101030.63500002,259238442.742
2013-11,usa,1573865415.551,2909650232.547,107.79,62.391998291015625,1.86,16.84,-1335784816.9959998,-1492992566.5069997
2013-12,china,4134420193.534,1756774525.742,110.76,61.779998779296875,1.86,9.74,2377645667.792,2990900937.368
2013-12,russia,470897293.165,211658850.423,110.76,61.779998779296875,1.86,2.29,259238442.742,113110812.52800003
2013-12,usa,1569408278.667,3062400845.174,110.76,61.779998779296875,1.86,16.84,-1492992566.5069997,-1671973860.5019999
2014-01,china,4656349184.535,1665448247.167,108.12,62.310001373291016,2.04,10.67,2990900937.368,2616124182.447
2014-01,russia,301266854.04,188156041.512,108.12,62.310001373291016,2.04,2.06,113110812.52800003,169919487.19000003
2014-01,usa,1552995823.79,3224969684.292,108.12,62.310001373291016,2.04,17.55,-1671973860.5019999,-1477640911.0700002
2014-02,china,3754994631.676,1138870449.229,108.9,62.02000045776367,2.04,10.67,2616124182.447,2552584259.582
2014-02,russia,328062415.211,158142928.021,108.9,62.02000045776367,2.04,2.06,169919487.19000003,66736938.741999984
2014-02,usa,1525756708.618,3003397619.688,108.9,62.02000045776367,2.04,17.55,-1477640911.0700002,-2111429942.3489997
2014-03,china,3840421389.799,1287837130.217,107.48,59.84000015258789,2.04,10.67,2552584259.582,3110955618.108
2014-03,russia,280954943.905,214218005.163,107.48,59.84000015258789,2.04,2.06,66736938.741999984,275686151.553
2014-03,usa,1611469190.996,3722899133.345,107.48,59.84000015258789,2.04,17.55,-2111429942.3489997,-1982305556.405
2014-04,china,4248945668.561,1137990050.453,107.76,60.417999267578125,2.04,10.67,3110955618.108,4003585063.0049996
2014-04,russia,454265018.858,178578867.305,107.76,60.417999267578125,2.04,2.06,275686151.553,307304540.839
2014-04,usa,1514850221.858,3497155778.263,107.76,60.417999267578125,2.04,17.55,-1982305556.405,-2125391702.0329998
2014-05,china,4987959382.796,984374319.791,109.54,58.900001525878906,2.04,10.67,4003585063.0049996,3678721261.372
2014-05,russia,477562480.092,170257939.253,109.54,58.900001525878906,2.04,2.06,307304540.839,199568334.54
2014-05,usa,1577904899.226,3703296601.259,109.54,58.900001525878906,2.04,17.55,-2125391702.0329998,-1227246985.8669996
2014-06,china,4518888532.102,840167270.73,111.8,60.03799819946289,2.04,10.67,3678721261.372,4050797285.5620003
2014-06,russia,364501527.015,164933192.475,111.8,60.03799819946289,2.04,2.06,199568334.54,125896711.74899998
2014-06,usa,2155052701.452,3382299687.319,111.8,60.03799819946289,2.04,17.55,-1227246985.8669996,-2025946631.3939998
2014-07,china,4919958013.67,869160728.108,106.77,60.25,2.04,10.67,4050797285.5620003,4437688677.907
2014-07,russia,343455301.15,217558589.401,106.77,60.25,2.04,2.06,125896711.74899998,150085587.07999998
2014-07,usa,1797516073.345,3823462704.739,106.77,60.25,2.04,17.55,-2025946631.3939998,-2221415137.8169994
2014-08,china,5414868396.54,977179718.633,101.61,60.51300048828125,2.04,10.67,4437688677.907,4636541656.352
2014-08,russia,339910591.991,189825004.911,101.61,60.51300048828125,2.04,2.06,150085587.07999998,207585852.36200002
2014-08,usa,1603721696.357,3825136834.174,101.61,60.51300048828125,2.04,17.55,-2221415137.8169994,-1738081108.4229999
2014-09,china,5559813511.614,923271855.262,97.09,61.553001403808594,2.04,10.67,4636541656.352,4252048961.674
2014-09,russia,371222909.453,163637057.091,97.09,61.553001403808594,2.04,2.06,207585852.36200002,219518714.94199997
2014-09,usa,1978763866.894,3716844975.317,97.09,61.553001403808594,2.04,17.55,-1738081108.4229999,-1842162742.5080001
2014-10,china,5224324864.655,972275902.981,87.43,61.43299865722656,2.04,10.67,4252048961.674,4255776823.7760005
2014-10,russia,382652402.205,163133687.263,87.43,61.43299865722656,2.04,2.06,219518714.94199997,169925694.66700003
2014-10,usa,1880240220.305,3722402962.813,87.43,61.43299865722656,2.04,17.55,-1842162742.5080001,-1123199719.908
2014-11,china,5474554634.02,1218777810.244,79.44,61.85300064086914,2.04,10.67,4255776823.7760005,4400656518.712
2014-11,russia,320404128.707,150478434.04,79.44,61.85300064086914,2.04,2.06,169925694.66700003,-1482720.6589999795
2014-11,usa,2223082549.842,3346282269.75,79.44,61.85300064086914,2.04,17.55,-1123199719.908,-1550469430.626
2014-12,china,5665806966.116,1265150447.404,62.34,63.37799835205078,2.04,10.67,4400656518.712,3991790527.8749995
2014-12,russia,256136216.448,257618937.107,62.34,63.37799835205078,2.04,2.06,-1482720.6589999795,219826284.533
2014-12,usa,1968447855.263,3518917285.889,62.34,63.37799835205078,2.04,17.55,-1550469430.626,-1828824553.993
2015-01,china,4871969795.209,880179267.334,47.76,62.01300048828125,2.1,11.28,3991790527.8749995,4048481255.988
2015-01,russia,342032709.631,122206425.098,47.76,62.01300048828125,2.1,1.36,219826284.533,83103905.49000001
2015-01,usa,1568276022.264,3397100576.257,47.76,62.01300048828125,2.1,18.21,-1828824553.993,-1595386281.6839998
2015-02,china,4916812980.438,868331724.45,58.1,61.75400161743164,2.1,11.28,4048481255.988,3619371989.434
2015-02,russia,198342500.182,115238594.692,58.1,61.75400161743164,2.1,1.36,83103905.49000001,193809738.28300002
2015-02,usa,1560940859.055,3156327140.739,58.1,61.75400161743164,2.1,18.21,-1595386281.6839998,-1713939058.616
2015-03,china,4599788545.727,980416556.293,55.89,62.50899887084961,2.1,11.28,3619371989.434,4155109259.052
2015-03,russia,396807233.767,202997495.484,55.89,62.50899887084961,2.1,1.36,193809738.28300002,231447887.51599997
2015-03,usa,1788461461.056,3502400519.672,55.89,62.50899887084961,2.1,18.21,-1713939058.616,-1715305767.5290003
2015-04,china,4982747614.061,827638355.009,59.52,63.44200134277344,2.1,11.28,4155109259.052,3895868597.5130005
2015-04,russia,350450424.178,119002536.662,59.52,63.44200134277344,2.1,1.36,231447887.51599997,278871139.582
2015-04,usa,1646185229.922,3361490997.451,59.52,63.44200134277344,2.1,18.21,-1715305767.5290003,-2053838330.01
2015-05,china,4699343812.701,803475215.188,64.08,63.82500076293945,2.1,11.28,3895868597.5130005,4272189143.5509996
2015-05,russia,388001539.802,109130400.22,64.08,63.82500076293945,2.1,1.36,278871139.582,365550598.048
2015-05,usa,1660352591.371,3714190921.381,64.08,63.82500076293945,2.1,18.21,-2053838330.01,-1340563064.4449997
2015-06,china,5019739122.907,747549979.356,61.48,63.7239990234375,2.1,11.28,4272189143.5509996,4525998039.931001
2015-06,russia,494806418.175,129255820.127,61.48,63.7239990234375,2.1,1.36,365550598.048,279825494.602
2015-06,usa,1844775837.203,3185338901.648,61.48,63.7239990234375,2.1,18.21,-1340563064.4449997,-1966156668.609
2015-07,china,5193090099.185,667092059.254,56.56,64.11799621582031,2.1,11.28,4525998039.931001,4703307516.306
2015-07,russia,410604291.857,130778797.255,56.56,64.11799621582031,2.1,1.36,279825494.602,244569105.73000002
2015-07,usa,1734905343.478,3701062012.087,56.56,64.11799621582031,2.1,18.21,-1966156668.609,-1650259391.76
2015-08,china,5448611873.568,745304357.262,46.52,66.14299774169922,2.1,11.28,4703307516.306,5366359314.280001
2015-08,russia,366370842.324,121801736.594,46.52,66.14299774169922,2.1,1.36,244569105.73000002,275871845.645
2015-08,usa,1757934413.208,3408193804.968,46.52,66.14299774169922,2.1,18.21,-1650259391.76,-1495014424.662
2015-09,china,6158161892.932,791802578.652,47.62,65.91999816894531,2.1,11.28,5366359314.280001,4665350045.846001
2015-09,russia,423411023.676,147539178.031,47.62,65.91999816894531,2.1,1.36,275871845.645,179853211.964
2015-09,usa,1795272385.129,3290286809.791,47.62,65.91999816894531,2.1,18.21,-1495014424.662,-1730229404.54
2015-10,china,5367967856.55,702617810.704,48.43,65.44400024414062,2.1,11.28,4665350045.846001,4017198895.9810004
2015-10,russia,320334908.121,140481696.157,48.43,65.44400024414062,2.1,1.36,179853211.964,230324143.65900004
2015-10,usa,1731590544.788,3461819949.328,48.43,65.44400024414062,2.1,18.21,-1730229404.54,-1310793939.7619998
2015-11,china,4780163037.166,762964141.185,44.27,66.9000015258789,2.1,11.28,4017198895.9810004,4604296404.644
2015-11,russia,350700249.086,120376105.427,44.27,66.9000015258789,2.1,1.36,230324143.65900004,318750508.992
2015-11,usa,1554301117.017,2865095056.779,44.27,66.9000015258789,2.1,18.21,-1310793939.7619998,-1389124291.6420002
2015-12,china,5378788554.228,774492149.584,38.01,66.45500183105469,2.1,11.28,4604296404.644,4520676049.556
2015-12,russia,466977440.134,148226931.142,38.01,66.45500183105469,2.1,1.36,318750508.992,101948593.338
2015-12,usa,1773694713.573,3162819005.215,38.01,66.45500183105469,2.1,18.21,-1389124291.6420002,-1828562010.557
2016-01,china,5110311444.349,589635394.793,30.7,68.09300231933594,2.29,11.46,4520676049.556,4451474787.374
2016-01,russia,236615919.094,134667325.756,30.7,68.09300231933594,2.29,1.28,101948593.338,251783690.755
2016-01,usa,1638411268.311,3466973278.868,30.7,68.09300231933594,2.29,18.7,-1828562010.557,-671816565.408
2016-02,china,5103678222.9,652203435.526,32.18,68.7300033569336,2.29,11.46,4451474787.374,4008454680.0490003
2016-02,russia,384746041.282,132962350.527,32.18,68.7300033569336,2.29,1.28,251783690.755,227492155.59100002
2016-02,usa,2513072237.854,3184888803.262,32.18,68.7300033569336,2.29,18.7,-671816565.408,-2051692859.298
2016-03,china,4790287517.142,781832837.093,38.21,66.36799621582031,2.29,11.46,4008454680.0490003,2880826113.585
2016-03,russia,381398766.916,153906611.325,38.21,66.36799621582031,2.29,1.28,227492155.59100002,377289234.847
2016-03,usa,1441395174.629,3493088033.927,38.21,66.36799621582031,2.29,18.7,-2051692859.298,-2049173774.9129999
2016-04,china,3552264275.768,671438162.183,41.58,66.41799926757812,2.29,11.46,2880826113.585,3878133655.2230005
2016-04,russia,511027886.635,133738651.788,41.58,66.41799926757812,2.29,1.28,377289234.847,150936574.484
2016-04,usa,1210528787.786,3259702562.699,41.58,66.41799926757812,2.29,18.7,-2049173774.9129999,-2108243809.806
2016-05,china,4611318682.319,733185027.096,46.74,67.13300323486328,2.29,11.46,3878133655.2230005,4674543533.684
2016-05,russia,367168555.551,216231981.067,46.74,67.13300323486328,2.29,1.28,150936574.484,187115769.46400002
2016-05,usa,1477628985.327,3585872795.133,46.74,67.13300323486328,2.29,18.7,-2108243809.806,-1926390171.128
2016-06,china,5312202710.876,637659177.192,48.25,67.41600036621094,2.29,11.46,4674543533.684,4398352199.534
2016-06,russia,348473979.341,161358209.877,48.25,67.41600036621094,2.29,1.28,187115769.46400002,265292114.673
2016-06,usa,1469696563.022,3396086734.15,48.25,67.41600036621094,2.29,18.7,-1926390171.128,-1902913783.493
2016-07,china,4998311163.949,599958964.415,44.95,66.64800262451172,2.29,11.46,4398352199.534,4791625474.252
2016-07,russia,400569489.875,135277375.202,44.95,66.64800262451172,2.29,1.28,265292114.673,187720814.231
2016-07,usa,1798522157.856,3701435941.349,44.95,66.64800262451172,2.29,18.7,-1902913783.493,-2061439683.1539998
2016-08,china,5357934707.283,566309233.031,45.84,67.12660217285156,2.29,11.46,4791625474.252,4587777963.966
2016-08,russia,319284730.265,131563916.034,45.84,67.12660217285156,2.29,1.28,187720814.231,268788504.403
2016-08,usa,1526948640.841,3588388323.995,45.84,67.12660217285156,2.29,18.7,-2061439683.1539998,-1811121110.2339997
2016-09,china,5337166516.823,749388552.857,46.57,66.81629943847656,2.29,11.46,4587777963.966,4957029071.846001
2016-09,russia,423921579.403,155133075.0,46.57,66.81629943847656,2.29,1.28,268788504.403,415850709.75899994
2016-09,usa,1793968754.571,3605089864.805,46.57,66.81629943847656,2.29,18.7,-1811121110.2339997,-2338697909.408
2016-10,china,5658225297.734,701196225.888,49.52,66.78140258789062,2.29,11.46,4957029071.846001,3746139528.5959997
2016-10,russia,567628161.02,151777451.261,49.52,66.78140258789062,2.29,1.28,415850709.75899994,295315586.793
2016-10,usa,1931930747.385,4270628656.793,49.52,66.78140258789062,2.29,18.7,-2338697909.408,-1309883283.737
2016-11,china,4814557369.532,1068417840.936,44.73,68.60800170898438,2.29,11.46,3746139528.5959997,4664480089.301001
2016-11,russia,433850393.997,138534807.204,44.73,68.60800170898438,2.29,1.28,295315586.793,240987409.503
2016-11,usa,1657716633.85,2967599917.587,44.73,68.60800170898438,2.29,18.7,-1309883283.737,-1568274805.1769998
2016-12,china,5823814366.548,1159334277.247,53.31,67.9448013305664,2.29,11.46,4664480089.301001,4185457993.8519998
2016-12,russia,410029908.449,169042498.946,53.31,67.9448013305664,2.29,1.28,240987409.503,248494308.04900002
2016-12,usa,1917972627.556,3486247432.733,53.31,67.9448013305664,2.29,18.7,-1568274805.1769998,-1887274130.2529998
2017-01,china,5210011432.219,1024553438.367,54.58,67.82099914550781,2.65,12.54,4185457993.8519998,3764183493.513
2017-01,russia,391624435.123,143130127.074,54.58,67.82099914550781,2.65,1.57,248494308.04900002,382975028.451
2017-01,usa,1484352721.005,3371626851.258,54.58,67.82099914550781,2.65,19.48,-1887274130.2529998,-1557368346.356
2017-02,china,4753702997.179,989519503.666,54.87,66.69319915771484,2.65,12.54,3764183493.513,4448412352.297
2017-02,russia,556155920.008,173180891.557,54.87,66.69319915771484,2.65,1.57,382975028.451,601411400.8479999
2017-02,usa,1745542061.197,3302910407.553,54.87,66.69319915771484,2.65,19.48,-1557368346.356,-2035799479.969
2017-03,china,5663291651.149,1214879298.852,51.59,64.79000091552734,2.65,12.54,4448412352.297,4925804291.4800005
2017-03,russia,817161155.986,215749755.138,51.59,64.79000091552734,2.65,1.57,601411400.8479999,520831655.074
2017-03,usa,1959349883.768,3995149363.737,51.59,64.79000091552734,2.65,19.48,-2035799479.969,-1694944680.295
2017-04,china,5901590751.555,975786460.075,52.31,64.25830078125,2.65,12.54,4925804291.4800005,5212899660.286
2017-04,russia,713301221.686,192469566.612,52.31,64.25830078125,2.65,1.57,520831655.074,700897682.034
2017-04,usa,2007964532.449,3702909212.744,52.31,64.25830078125,2.65,19.48,-1694944680.295,-2143563307.8170002
2017-05,china,5936716171.277,723816510.991,50.33,64.61859893798828,2.65,12.54,5212899660.286,5412693713.264
2017-05,russia,869199009.932,168301327.898,50.33,64.61859893798828,2.65,1.57,700897682.034,565884124.612
2017-05,usa,1993968883.293,4137532191.11,50.33,64.61859893798828,2.65,19.48,-2143563307.8170002,-1828111580.4280002
2017-06,china,6236882829.923,824189116.659,46.37,64.78510284423828,2.65,12.54,5412693713.264,5181439167.497
2017-06,russia,742528763.681,176644639.069,46.37,64.78510284423828,2.65,1.57,565884124.612,542750691.881
2017-06,usa,1976799177.01,3804910757.438,46.37,64.78510284423828,2.65,19.48,-1828111580.4280002,-1918889438.986
2017-07,china,6007655690.8,826216523.303,48.48,64.12349700927734,2.65,12.54,5181439167.497,5544895137.240999
2017-07,russia,732563040.145,189812348.264,48.48,64.12349700927734,2.65,1.57,542750691.881,390259055.08199996
2017-07,usa,1824476091.867,3743365530.853,48.48,64.12349700927734,2.65,19.48,-1918889438.986,-1776742585.8049998
2017-08,china,6482790011.03,937894873.789,51.7,63.976200103759766,2.65,12.54,5544895137.240999,5786192737.3810005
2017-08,russia,554379561.729,164120506.647,51.7,63.976200103759766,2.65,1.57,390259055.08199996,377094174.23700005
2017-08,usa,2019909694.401,3796652280.206,51.7,63.976200103759766,2.65,19.48,-1776742585.8049998,-2645819792.3399997
2017-09,china,6934088844.717,1147896107.336,56.15,65.36000061035156,2.65,12.54,5786192737.3810005,4684066149.383
2017-09,russia,560717601.353,183623427.116,56.15,65.36000061035156,2.65,1.57,377094174.23700005,491957953.57900006
2017-09,usa,1869428618.909,4515248411.249,56.15,65.36000061035156,2.65,19.48,-2645819792.3399997,-1210188793.5959997
2017-10,china,5908906595.567,1224840446.184,57.51,64.84239959716797,2.65,12.54,4684066149.383,4884856617.195
2017-10,russia,675260992.269,183303038.69,57.51,64.84239959716797,2.65,1.57,491957953.57900006,616805332.801
2017-10,usa,2362503187.635,3572691981.231,57.51,64.84239959716797,2.65,19.48,-1210188793.5959997,-1637333392.9889998
